link,candidate,ReportName,ReportLink,reportType,start of period,End of period,Due Date,Filed Date,amended,document image,Year
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333389/214/177670/20780/0,333389,May Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/91584487-d4c2-48f8-997f-d7d80d8ac4f7.pdf,Candidate (CC&E) Report,5/1/2020,5/31/2020,6/15/2020,6/7/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333389/214/177670/20780/0,333389,April Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/38a1b1c3-fdba-471f-b3a8-7e90b238d0d2.pdf,Candidate (CC&E) Report,3/4/2020,4/30/2020,5/15/2020,5/6/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333389/214/177670/20780/0,333389,Final General,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/8dd7564c-7f6e-465b-aa0b-217e8d388050.pdf,Candidate Final Finance Report,2/23/2020,3/3/2020,4/30/2020,4/23/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333389/214/177670/20780/0,333389,Pre-Election Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/7062f19c-757f-4b40-8842-916de567a8c8.pdf,Candidate (CC&E) Report,2/1/2020,2/22/2020,2/25/2020,3/2/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333394/214/177729/20780/0,333394,Final General Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/c8585319-7c9f-48e0-b05b-07f1ba5dcd33.pdf,Candidate Final Finance Report,10/25/2020,12/30/2020,12/30/2020,12/27/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333394/214/177729/20780/0,333394,Pre-Election Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/79edd7e3-57bf-42ca-bf8a-1e79c3bb98f7.pdf,Candidate (CC&E) Report,10/1/2020,10/24/2020,10/27/2020,10/27/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333394/214/177729/20780/0,333394,September Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/f2a13486-573e-4d5b-86e3-afc449c413f8.pdf,Candidate (CC&E) Report,9/1/2020,9/30/2020,10/15/2020,10/14/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333394/214/177729/20780/0,333394,August Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/fa3290a9-ae66-46b9-8dd8-b22d444adf9b.pdf,Candidate (CC&E) Report,8/1/2020,8/31/2020,9/15/2020,9/14/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333394/214/177729/20780/0,333394,October Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/65697382-3cde-4661-ab0c-34f209d90a90.pdf,Candidate (CC&E) Report,10/1/2019,10/31/2019,11/15/2019,8/19/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333394/214/177729/20780/0,333394,July Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/dee226a0-6c68-4110-b37e-709dda1cce76.pdf,Candidate (CC&E) Report,7/1/2020,7/31/2020,8/17/2020,8/15/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333394/214/177729/20780/0,333394,June Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/41cdd861-55af-4eff-a3bb-443cfcbfa82b.pdf,Candidate (CC&E) Report,6/1/2020,6/30/2020,7/15/2020,7/13/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333394/214/177729/20780/0,333394,May Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/06e154e4-f6d1-46d1-a077-06b384693579.pdf,Candidate (CC&E) Report,5/1/2020,5/31/2020,6/15/2020,6/11/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333394/214/177729/20780/0,333394,April Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/55ba8eb1-5da2-4d18-aac1-2f2d96fa444e.pdf,Candidate (CC&E) Report,3/4/2020,4/30/2020,5/15/2020,5/8/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333394/214/177729/20780/0,333394,Final Primary Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/6e794a2e-cbaa-4f9a-b88b-cd6239b3836b.pdf,Candidate (CC&E) Report,3/1/2020,3/3/2020,4/30/2020,4/28/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333415/214/177690/20780/0,333415,April Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/f80c52c8-7305-4217-998f-e5da8caee81d.pdf,Candidate Final Finance Report,3/4/2020,4/30/2020,5/15/2020,9/4/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333415/214/177690/20780/0,333415,Final Primary Election Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/031227ff-e5b0-4e06-89f5-1bcb7761abd6.pdf,Candidate Final Finance Report,3/1/2020,3/3/2020,4/30/2020,9/4/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333415/214/177690/20780/0,333415,February Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/aa0f68a4-8d72-4ed6-8271-f0a3d4266b70.pdf,Candidate (CC&E) Report,2/1/2020,2/29/2020,3/16/2020,3/16/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333415/214/177690/20780/0,333415,January Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/0dc8615c-d913-4d51-bb9b-85b1a79013b3.pdf,Candidate (CC&E) Report,1/1/2020,1/31/2020,2/17/2020,2/18/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333415/214/177690/20780/0,333415,December Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/ef12c020-1f93-4989-bc90-960c277155ec.pdf,Candidate (CC&E) Report,12/1/2019,12/31/2019,1/15/2020,1/14/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333415/214/177690/20780/0,333415,November Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/d6720dcc-69ec-49bf-9064-f9b5848953da.pdf,Candidate (CC&E) Report,11/1/2019,11/30/2019,12/16/2019,12/15/2019,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333415/214/177690/20780/0,333415,October Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/9af2aad2-c8d1-4c43-8af3-c247fbf00cb3.pdf,Candidate (CC&E) Report,10/1/2019,10/31/2019,11/15/2019,11/15/2019,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333415/214/177690/20780/0,333415,Third Quarter (due October 15),https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/1f1362b9-b28c-406c-9166-79bda862cb0e.pdf,Candidate (CC&E) Report,7/1/2019,9/30/2019,10/15/2019,10/14/2019,,TRUE,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333416/215/178035/20780/0,333416,Final General Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/f7cf72c3-8bc4-44a4-a7be-6c28fda2b06a.pdf,Candidate Final Finance Report,10/25/2020,12/30/2020,12/30/2020,12/28/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333416/215/178035/20780/0,333416,Preelection General Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/4925035e-7642-4eb6-b692-cd23d9da33d6.pdf,Candidate (CC&E) Report,10/1/2020,10/24/2020,10/27/2020,10/27/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333416/215/178035/20780/0,333416,September Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/7da126e6-1c2c-4ab9-ad2a-d49f009e1ea5.pdf,Candidate (CC&E) Report,9/1/2020,9/30/2020,10/15/2020,10/6/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333416/215/178035/20780/0,333416,August Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/40e9288b-26b2-420f-af9a-583a06802ff4.pdf,Candidate (CC&E) Report,8/1/2020,8/31/2020,9/15/2020,9/9/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333416/215/178035/20780/0,333416,July Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/5d4f8966-4c08-4632-a45f-7cab20bbc8d9.pdf,Candidate (CC&E) Report,7/1/2020,7/31/2020,8/17/2020,8/10/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333416/215/178035/20780/0,333416,June Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/9c557cce-caa9-4891-8afc-be83a2f676d5.pdf,Candidate (CC&E) Report,6/1/2020,6/30/2020,7/15/2020,7/6/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333416/215/178035/20780/0,333416,May Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/ae173f88-7b00-439e-bc1c-c09a0717e929.pdf,Candidate (CC&E) Report,5/1/2020,5/31/2020,6/15/2020,6/8/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333416/215/178035/20780/0,333416,April Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/cceff9cb-9d10-4b99-aaab-5e716d1ddc84.pdf,Candidate (CC&E) Report,4/1/2020,4/30/2020,5/15/2020,5/8/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333416/215/178035/20780/0,333416,March Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/cd08210e-517a-4690-8fb5-03997684054d.pdf,Candidate (CC&E) Report,3/1/2020,3/31/2020,4/15/2020,4/9/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333416/215/178035/20780/0,333416,February Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/7d00cec9-a882-463f-8d58-b72d4f09219f.pdf,Candidate (CC&E) Report,2/1/2020,2/29/2020,3/16/2020,3/9/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333420/214/177657/20780/0,333420,Final General Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/c86052c2-0543-4613-aa13-144786663611.pdf,Candidate Final Finance Report,10/25/2020,12/30/2020,12/30/2020,12/28/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333420/214/177657/20780/0,333420,Pre-Election Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/fc775c84-f002-4663-ad3d-6f3f335a3cfd.pdf,Candidate (CC&E) Report,10/1/2020,10/24/2020,10/27/2020,10/27/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333420/214/177657/20780/0,333420,September Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/43c5b6cf-31ca-4a09-83f5-a07027acfff4.pdf,Candidate (CC&E) Report,9/1/2020,9/30/2020,10/15/2020,10/6/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333420/214/177657/20780/0,333420,August Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/6e08df50-286a-44d5-a941-b4ef058614c5.pdf,Candidate (CC&E) Report,8/1/2020,8/31/2020,9/15/2020,9/9/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333420/214/177657/20780/0,333420,July Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/1e1825ad-a670-44c5-92de-f88a83a3c23d.pdf,Candidate (CC&E) Report,7/1/2020,7/31/2020,8/17/2020,8/10/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333420/214/177657/20780/0,333420,June Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/428e47ee-9446-4e46-8a0d-9e0ca40b51b8.pdf,Candidate (CC&E) Report,6/1/2020,6/30/2020,7/15/2020,7/6/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333420/214/177657/20780/0,333420,May Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/1e2df218-9724-4ea2-b111-4a05aa462c5c.pdf,Candidate (CC&E) Report,5/1/2020,5/31/2020,6/15/2020,6/8/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333420/214/177657/20780/0,333420,April Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/fbc844e4-ffb5-481c-9b46-2abba239ec68.pdf,Candidate (CC&E) Report,4/1/2020,4/30/2020,5/15/2020,5/8/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333420/214/177657/20780/0,333420,March Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/57f1858a-2c1c-4d3f-92bf-40ef20094773.pdf,Candidate (CC&E) Report,3/1/2020,3/31/2020,4/15/2020,4/9/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333420/214/177657/20780/0,333420,February Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/d0ca7278-e523-42bc-83c2-2021adbedeaa.pdf,Candidate (CC&E) Report,2/1/2020,2/29/2020,3/16/2020,3/9/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333425/304/178641/20782/0,333425,Final Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/d3bfa5b4-4944-4eec-9f3f-37a0728a6db9.pdf,Candidate Final Finance Report,3/1/2020,4/30/2020,4/30/2020,4/27/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333425/304/178641/20782/0,333425,Third Quarter report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/1abe0270-43e1-4e71-a60b-59da997a5b4a.pdf,Candidate (CC&E) Report,7/1/2019,9/30/2019,10/15/2019,4/27/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333425/304/178641/20782/0,333425,Febraury Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/7610c109-0e93-442e-ac86-d0aa2ddcd509.pdf,Candidate (CC&E) Report,2/23/2020,2/29/2020,3/16/2020,3/13/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333425/304/178641/20782/0,333425,Pre-Election Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/e99939f3-79b2-48dd-b746-636f7474c228.pdf,Candidate (CC&E) Report,2/1/2020,2/22/2020,2/25/2020,2/27/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333425/304/178641/20782/0,333425,January Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/3f1374af-37b2-45f4-84d3-9a539443fd1e.pdf,Candidate (CC&E) Report,1/1/2020,1/31/2020,2/17/2020,2/10/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333425/304/178641/20782/0,333425,December Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/2e6aa3cb-cac9-4eba-ac17-4d5055d8a853.pdf,Candidate (CC&E) Report,12/1/2019,12/31/2019,1/15/2020,1/14/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333425/304/178641/20782/0,333425,November Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/feeecacd-01e4-4d56-a024-fba387547ab9.pdf,Candidate (CC&E) Report,11/1/2019,11/30/2019,12/16/2019,12/10/2019,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333425/304/178641/20782/0,333425,October Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/961f0cfd-bd3e-4974-a0ed-bee5f1326535.pdf,Candidate (CC&E) Report,10/1/2019,10/31/2019,11/15/2019,11/15/2019,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333475/214/177747/20786/0,333475,Final General Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/2e4ccfbc-8417-4d44-bdec-6dfd86841b11.pdf,Candidate Final Finance Report,11/1/2020,12/30/2020,12/30/2020,12/27/2020,,,2022
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333475/214/177747/20786/0,333475,October Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/06ff6034-59a8-4cc1-b39e-d8fef5316d33.pdf,Candidate (CC&E) Report,10/1/2020,10/31/2020,11/16/2020,11/10/2020,,,2022
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333475/214/177747/20786/0,333475,September Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/3d258bc2-114b-409f-9191-8c3c1eb598ae.pdf,Candidate (CC&E) Report,9/1/2020,9/30/2020,10/15/2020,10/7/2020,,,2022
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333475/214/177747/20786/0,333475,August Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/41fafaf7-9302-4ec6-830a-5c9bb77a2cd5.pdf,Candidate (CC&E) Report,8/1/2020,8/31/2020,9/15/2020,9/13/2020,,,2022
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333475/214/177747/20786/0,333475,July Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/bf92dab0-a9d6-409a-830b-23bdf70ff985.pdf,Candidate (CC&E) Report,7/1/2020,7/31/2020,8/17/2020,8/16/2020,,,2022
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333475/214/177747/20786/0,333475,June Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/11c23fb9-eac0-476b-a45e-73275f27d00f.pdf,Candidate (CC&E) Report,6/1/2020,6/30/2020,7/15/2020,7/12/2020,,,2022
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333475/214/177747/20786/0,333475,May Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/eef65e1c-4ea0-4a12-9339-f18501060796.pdf,Candidate (CC&E) Report,5/1/2020,5/31/2020,6/15/2020,6/12/2020,,,2022
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333475/214/177747/20786/0,333475,April Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/63c2c880-2f85-410d-a021-ddcaa095ec43.pdf,Candidate (CC&E) Report,4/1/2020,4/30/2020,5/15/2020,5/10/2020,,,2022
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333475/214/177747/20786/0,333475,March Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/02fe5c25-d5ba-40cb-9ad4-d49f576d35a6.pdf,Candidate (CC&E) Report,3/1/2020,3/31/2020,4/15/2020,4/13/2020,,,2022
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333475/214/177747/20786/0,333475,February Monthly,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/a5d1218d-b7f4-49cd-8498-39324b2c152f.pdf,Candidate (CC&E) Report,2/1/2020,2/29/2020,3/16/2020,3/14/2020,,,2022
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333485/304/178547/20782/0,333485,Final Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/852aa9a0-9a41-4cbd-a5ea-e1aafd64353d.pdf,Candidate Final Finance Report,2/23/2020,4/30/2020,4/30/2020,4/30/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333485/304/178547/20782/0,333485,Preelection Report (Opposed),https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/ceef49db-ce9b-45f4-beef-53736eaa8638.pdf,Candidate (CC&E) Report,2/1/2020,2/22/2020,2/25/2020,2/22/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333485/304/178547/20782/0,333485,January Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/b7be8e5a-4615-4472-86ba-82a4ff10d6e7.pdf,Candidate (CC&E) Report,1/1/2020,1/31/2020,2/17/2020,2/13/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333485/304/178547/20782/0,333485,December Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/80caaa10-41b2-4fa0-8e79-9abf23f1924a.pdf,Candidate (CC&E) Report,12/1/2019,12/31/2019,1/15/2020,1/3/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333485/304/178547/20782/0,333485,November Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/21db6adf-0e33-496a-bcd8-cfc4caedea3b.pdf,Candidate (CC&E) Report,11/1/2019,11/30/2019,12/16/2019,12/4/2019,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333485/304/178547/20782/0,333485,October Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/791f5537-f2ee-426d-9d46-118207d6c4c8.pdf,Candidate (CC&E) Report,10/1/2019,10/31/2019,11/15/2019,11/13/2019,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333485/304/178547/20782/0,333485,Third Quarter report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/a8a4c164-52e8-42eb-ab50-6b22b04ce02f.pdf,Candidate (CC&E) Report,7/1/2019,9/30/2019,10/15/2019,10/7/2019,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333486/301/178240/20782/0,333486,Final Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/72dacf4f-dd88-4fb1-85a7-05b868565cbb.pdf,Candidate Final Finance Report,2/23/2020,4/30/2020,4/30/2020,4/30/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333486/301/178240/20782/0,333486,Preelection Report (Opposed),https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/35525c41-5048-4c4c-8e11-53acb42d946b.pdf,Candidate (CC&E) Report,2/1/2020,2/22/2020,2/25/2020,2/23/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333486/301/178240/20782/0,333486,January Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/b70b48fe-bbc9-492f-bed0-a83e68e586dc.pdf,Candidate (CC&E) Report,1/1/2020,1/31/2020,2/17/2020,2/10/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333486/301/178240/20782/0,333486,December Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/3b45fcfa-0bd1-4350-b61a-486e62912c42.pdf,Candidate (CC&E) Report,12/1/2019,12/31/2019,1/15/2020,1/15/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333486/301/178240/20782/0,333486,October Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/a23c2523-a882-4dd9-b607-1be4d898ced7.pdf,Candidate (CC&E) Report,10/1/2019,10/31/2019,11/15/2019,1/13/2020,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333486/301/178240/20782/0,333486,November Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/94e89c5d-09d3-4c03-99ca-962a02e5b2ec.pdf,Candidate (CC&E) Report,11/1/2019,11/30/2019,12/16/2019,12/4/2019,TRUE,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333486/301/178240/20782/0,333486,Third Quarter report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/96694bae-a680-48af-ad8d-160b87897e58.pdf,Candidate (CC&E) Report,7/1/2019,9/30/2019,10/15/2019,10/9/2019,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333491/304/178564/20782/0,333491,Final Report (Runoff),https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/06/dd8bfc2c-ccd4-4305-85f5-efcb3203c690.pdf,Candidate Final Finance Report,10/25/2020,12/30/2020,12/30/2020,12/30/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333491/304/178564/20782/0,333491,Preelection Report (Runoff),https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/f6868c5e-2f73-47a9-b5eb-b1f49e911b92.pdf,Candidate (CC&E) Report,10/1/2020,10/24/2020,10/27/2020,10/27/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333491/304/178564/20782/0,333491,September Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/0677ecc2-1379-484c-888c-e32ee799b382.pdf,Candidate (CC&E) Report,9/1/2020,9/30/2020,10/15/2020,10/15/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333491/304/178564/20782/0,333491,August Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/c3263ecf-59fc-4cde-aebd-a80f36876305.pdf,Candidate (CC&E) Report,8/1/2020,8/31/2020,9/15/2020,9/15/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333491/304/178564/20782/0,333491,July Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/4dd1d5d4-4ec6-445d-b16a-938436d37360.pdf,Candidate (CC&E) Report,7/1/2020,7/31/2020,8/17/2020,8/17/2020,,,2020
https://financial-disclosures.sos.arkansas.gov/index.html#/exploreDetails/333491/304/178564/20782/0,333491,June Monthly Report,https://financial-disclosures.sos.arkansas.gov//CFISAR_Service/ReportsOutput/02/d4d39876-0996-42b5-af9f-550ef29b6feb.pdf,Candidate (CC&E) Report,6/1/2020,6/30/2020,7/15/2020,7/15/2020,,,2020
